nome,genero,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,quant_viagem,salario_bruto_par,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab ,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab
ENIO JOSÉ VERRI,M,89,2,1,32,0,4,27/03/1961,0,"33.763,00","341.401,56",38190.58,37467.64,68879.63,38986.43,43960.07,29704.02,25886.97,22258.37,24764.98,11302.87,0,0,111398.83,111398.83,111398.83,110220.44,110749.59,110538.29,111455.18,110876.18,111665.72,111665.72,0,0,1111367.61
EMANUEL PINHEIRO DA SILVA PRIMO,M,70,3,19,11,1,7,05/01/1995,0,"33.763,00","256.826,54",18918.90,40897.04,43529.50,29158.03,34158.66,52895.35,15688.43,14630.60,825.90,5915.00,209.13,0,108820.92,109941.35,111435.25,111435.25,110245.56,109803.54,108192.76,97773.24,100583.45,99303.35,0,0,1067534.67
ELIAS VAZ DE ANDRADE,M,82,9,1,81,5,14,04/07/1966,0,"33.763,00","165.066,01",15838.58,26200.21,25592.46,27999.68,27596.14,12853.99,11787.89,3017.22,323.45,13514.24,342.15,0,105866.83,105866.83,104555.04,105866.83,106630.73,108826.95,108826.95,108826.95,108826.95,110118.38,0,0,1074212.44
ELMAR JOSE VIEIRA NASCIMENTO,M,68,24,0,1,0,0,06/07/1970,1,"33.763,00","387.228,91",11585.43,41325.81,49088.47,60314.77,42793.20,47062.33,37636.26,47299.08,35416.34,14707.22,0,0,111611.09,111611.09,111611.09,111095.09,111611.09,110283.89,98339.09,103946.26,108324.61,110409.84,0,0,1088843.14
ADRIANO ELI CORRÊA,M,82,0,10,42,0,27,13/01/1976,0,"33.763,00","259.050,20",22593.30,23225.37,28285.66,57687.80,56126.53,30297.57,22196.45,6522.28,421.69,11693.55,0,0,105205.60,105205.60,105205.60,105205.60,101881.14,104761.01,106115.52,106115.52,106115.52,102257.61,0,0,1048068.72
ELI DIAS BORGES,M,81,0,11,6,0,11,01/09/1960,0,"33.763,00","387.768,57",31188.98,46066.46,51592.15,46239.19,48724.20,43313.71,41770.08,35826.39,32457.67,10263.37,326.37,0,111130.49,111392.69,111205.19,108796.48,110064.23,111248.28,109041.83,110416.27,110246.84,110822.48,0,0,1104364.78
EFRAIM DE ARAÚJO MORAIS FILHO,M,73,9,10,6,5,14,18/03/1979,0,"33.763,00","259.626,75",31920.25,54289.28,52463.46,51650.40,42763.10,7412.58,9627.39,8755.96,1.36,558.52,184.45,0,111148.60,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111617.23,111575.98,111544.43,0,0,1115589.62
JOSE EDUARDO PEREIRA DA COSTA,M,83,9,0,10,6,9,16/02/1968,0,"33.763,00","327.904,71",37602.77,27632.71,45130.56,42628.52,64988.16,22063.45,21894.85,13694.30,16136.05,36133.34,0,0,111313.96,111313.96,111421.78,111429.22,111429.22,111429.22,111429.22,110376.50,111374.63,110511.03,0,0,1112028.74
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,84,3,5,2,1,40,17/10/1972,0,"33.763,00","312.968,63",32850.43,40394.52,45258.71,48013.04,46806.07,25355.86,21639.01,25533.18,16448.58,10669.23,0,0,110448.12,108787.76,97120.73,102047.21,105204.32,111471.69,102622.24,103739.73,108433.33,105437.39,0,0,1055312.52
EDUARDO HENRIQUE MAIA BISMARCK,M,81,11,0,72,7,9,14/11/1981,1,"33.763,00","384.464,17",42771.78,48433.07,53046.89,40615.87,53171.37,35061.57,49986.03,24512.53,5591.91,31221.24,51.91,0,108439.60,100116.32,102925.37,105453.61,109885.00,110998.37,110998.37,110998.37,110998.37,110998.37,0,0,1081811.75
LEONARDO RIBEIRO ALBUQUERQUE,M,91,0,1,27,1,2,14/06/1978,0,"33.763,00","313.609,03",42371.40,34110.23,43935.60,51992.40,41703.89,36956.95,29525.44,11128.25,9478.35,12121.45,285.07,0,99981.22,100959.57,99231.78,108961.58,104982.41,110759.92,111287.34,105356.57,102212.41,103517.24,0,0,1047250.04
EDUARDO PEDROSA CURY,M,88,3,1,73,1,3,19/09/1963,1,"33.763,00","326.758,44",44245.79,43411.00,38868.35,28628.41,38316.02,37405.99,32488.40,25399.98,15738.89,21411.50,844.11,0,101582.78,92109.71,91148.77,97477.96,98965.06,103240.48,98460.60,98460.60,98460.60,109819.29,0,0,989725.85
FREDERICO DE CASTRO ESCALEIRA,M,83,0,9,24,0,56,24/03/1977,0,"33.763,00","309.442,84",31170.62,36914.75,41257.27,38087.59,42514.00,33769.22,28862.16,24728.50,11486.99,20435.08,216.66,0,111212.41,111201.53,110944.53,108641.77,111313.96,110772.89,111313.96,110891.90,111313.96,109219.49,0,0,1106826.40
JAZIEL PEREIRA DE SOUSA,M,69,3,20,12,1,26,03/05/1961,0,"33.763,00","324.091,32",53231.07,44873.85,55545.89,35428.27,35377.77,36517.71,20837.34,20773.89,21505.53,0,0,0,111279.95,111565.34,111653.51,111653.51,111653.51,111477.80,111653.51,111653.51,111653.51,111653.51,0,0,1115897.66
EDUARDO NANTES BOLSONARO,M,76,14,2,27,6,12,10/07/1984,1,"33.763,00","289.240,67",19129.11,45801.56,20862.74,34033.24,20812.35,36151.56,54678.40,29120.22,20452.30,7817.74,381.45,0,111598.86,111533.88,111447.23,111308.14,109360.58,109301.13,107577.22,107577.22,108466.86,110003.51,0,0,1098174.63
LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,M,67,0,25,14,0,22,15/12/1973,0,"33.763,00","260.002,60",27501.17,33784.37,41465.77,43233.68,38833.58,24163.31,23117.56,18685.19,9168.17,49.80,0,0,97653.62,97653.62,108819.42,110434.31,110434.31,110434.31,110434.31,110413.15,111647.44,106463.32,0,0,1074387.81
DOMINGOS SÁVIO CAMPOS RESENDE,M,87,3,2,29,1,6,25/03/1957,0,"33.763,00","307.857,07",24341.19,50435.52,43947.22,32735.37,48074.76,26928.66,27300.43,24815.98,18843.40,9599.00,835.54,0,109833.82,109833.82,111183.95,111653.56,110747.01,110990.37,111313.88,110806.11,111313.88,111313.88,0,0,1108990.28
DIEGO LEONARDO DE ANDRADE CARVALHO,M,70,22,0,7,11,9,08/08/1977,0,"33.763,00","201.719,62",27409.47,32013.45,29883.01,17554.55,41393.91,15224.17,22079.82,8663.35,7497.89,0,0,0,111580.82,111580.82,111580.82,111580.82,111580.82,111535.53,111241.15,110635.35,109154.50,109154.50,0,0,1109625.13
DOMINGOS GOMES DE AGUIAR NETO,M,79,6,7,30,6,25,29/04/1988,0,"33.763,00","341.688,98",33731.48,52313.10,36169.17,53317.93,77719.59,22751.47,19502.64,3346.59,2837.01,40000.00,0,0,111544.43,111544.43,110497.19,107599.23,111235.68,111617.24,111617.24,111617.24,111617.24,106952.23,0,0,1105842.15
DIMAS FABIANO TOLEDO JÚNIOR,M,86,5,1,18,3,1,23/05/1973,0,"33.763,00","280.254,39",30575.40,29897.78,33987.99,37782.58,34645.39,23877.46,33775.98,26291.36,16347.48,12634.33,438.64,0,92717.74,90647.71,88844.00,89894.36,93796.44,94254.41,100197.24,96972.36,108044.05,109918.79,0,0,965287.10
DENIS ANDERSON DA ROCHA BEZERRA,M,88,1,3,69,1,9,17/03/1980,0,"33.763,00","369.035,79",46094.78,53674.69,52475.51,52185.85,40861.85,33475.40,24901.37,18145.39,17544.23,29104.45,572.27,0,110743.73,108800.92,108144.99,106767.55,106327.19,107307.01,102136.31,107474.82,111617.19,109239.78,0,0,1078559.49
DIEGO ALEXSANDER GONCALO PAULA GARCIA,M,89,3,0,134,3,43,10/10/1984,0,"33.763,00","255.305,66",9153.29,13917.88,34929.43,39069.90,47847.45,36301.69,32663.59,20267.53,6819.55,11053.47,3281.88,0,93054.98,91310.31,97522.54,98459.58,96593.67,96173.37,99859.25,84300.62,79772.64,79111.23,0,0,916158.19
WALDIR SOARES DE OLIVEIRA,M,86,6,0,7,5,44,28/11/1962,0,"33.763,00","137.419,65",14119.59,16610.96,17642.50,17254.73,17514.69,15282.52,15088.53,12955.79,10015.33,421.51,513.50,0,101978.63,99618.58,96319.60,92534.14,92534.14,94998.88,101543.63,103436.75,102749.57,102015.00,0,0,987728.92
PABLO OLIVA SOUZA,M,78,0,14,112,0,30,26/07/1976,0,"33.763,00","360.476,10",28267.00,51491.99,65512.79,64732.08,41341.87,31189.75,32398.76,26832.20,17440.00,988.39,281.27,0,99985.47,73344.51,92308.59,99950.28,106315.17,106987.85,101323.39,101342.41,107310.62,89036.79,0,0,977905.08
DAVID BEZERRA RIBEIRO SOARES,M,63,11,3,47,12,1,21/12/1973,2,"33.763,00","183.939,37",31858.14,35507.14,29111.16,37770.69,23083.39,13606.57,7900.18,4802.08,300.02,0,0,0,103135.91,105402.63,105964.51,99800.43,107637.25,108516.33,107977.68,108297.02,111277.52,110582.49,0,0,1068591.77
EDER MAURO CARDOSO BARRA,M,79,3,10,4,0,12,14/12/1960,0,"33.763,00","325.195,22",46351.28,56697.20,17871.34,52514.33,52104.65,51446.49,39019.70,6514.58,2675.65,0,0,0,111587.65,111029.67,109774.54,111611.12,111611.12,111168.32,110779.91,107856.37,107856.37,107856.37,0,0,1101131.44
ANTÔNIO DA LUZ FURTADO,M,90,1,1,73,6,18,06/01/1972,0,"33.763,00","282.344,68",34263.89,43088.49,42959.20,32920.98,47359.21,16303.12,19852.22,12243.23,8009.70,21960.09,3384.55,0,110967.56,111125.87,111617.20,111617.20,111617.20,111623.07,111653.61,111653.61,111653.61,111653.61,0,0,1115182.54
DAVID MICHAEL DOS SANTOS MIRANDA,M,66,15,11,23,4,7,10/05/1985,0,"33.763,00","243.844,22",35259.28,43349.65,32853.62,45091.15,29890.05,33147.86,10128.77,8151.54,359.02,5613.28,0,0,111544.37,111544.37,56799.55,64345.04,100004.66,94914.31,97663.21,102324.88,100368.27,98332.98,0,0,937841.64
MARCELO EDUARDO FREITAS,M,80,4,8,66,1,1,04/03/1976,0,"33.763,00","286.506,30",31421.05,43796.10,33737.54,24745.40,39348.34,29355.58,26303.93,19417.00,19550.28,18173.84,657.24,0,104088.18,105813.10,103290.21,102664.07,110724.59,111483.80,111483.80,107272.97,107289.51,103558.73,0,0,1067668.96
DANRLEI DE DEUS HINTERHOLZ,M,50,7,11,17,9,27,18/04/1973,0,"33.763,00","217.902,33",39413.57,38636.46,43580.07,37837.68,23198.87,19647.18,15588.50,0,0,0,0,0,0.00,0.00,3313.89,88602.16,92253.84,99507.11,95073.08,107705.84,108196.00,107989.17,0,0,702641.09
DARCI DE MATOS,M,80,2,10,55,3,9,08/11/1961,0,"33.763,00","264.386,24",27456.09,36324.08,39593.29,38942.67,42279.75,18366.03,26329.15,14161.38,1290.05,19146.68,497.07,0,111593.97,111623.31,111579.26,111659.67,111659.67,110174.35,110543.76,111508.04,111508.04,110579.75,0,0,1112429.82
FRANCISCO DANILO BASTOS FORTE,M,86,3,3,42,2,21,01/09/1958,0,"33.763,00","397.193,34",67906.91,48807.99,40578.79,52959.10,80716.86,57550.28,22707.17,9622.62,6546.36,9678.36,118.90,0,109573.04,105109.88,101753.78,107930.59,108735.93,108600.66,101671.79,104239.59,101843.93,102801.40,0,0,1052260.59
DANILO JORGE DE BARROS CABRAL,M,83,3,6,8,6,22,21/04/1967,0,"33.763,00","272.413,48",23243.32,23195.87,25003.47,45722.17,49445.71,26152.01,32469.21,12877.47,8866.71,24597.36,840.18,0,95045.26,95045.26,94090.38,98095.56,99861.52,99861.52,100443.65,100923.05,111114.04,111465.45,0,0,1005945.69
DANIEL TRZECIAK DUARTE,M,86,6,0,31,8,6,04/11/1986,0,"33.763,00","211.143,36",9307.83,15211.53,15150.23,39352.32,18241.57,20817.46,28100.30,16051.09,16840.25,32070.78,0,0,105455.53,105415.99,105436.13,105982.05,108226.36,109497.39,106036.48,94998.83,99412.79,104033.76,0,0,1044495.31
DANIEL LUCIO DA SILVEIRA,M,89,1,2,87,1,58,25/11/1982,0,"33.763,00","304.626,81",35637.58,37560.86,37098.84,37913.96,39709.62,33297.09,28745.65,27784.42,13563.62,12600.99,714.18,0,104730.18,106558.15,108774.14,109706.94,105193.39,103433.49,86143.80,107120.36,107862.35,111382.87,0,0,1050905.67
DANIEL COSTA DE FREITAS,M,77,0,15,3,0,0,03/04/1982,0,"33.763,00","294.909,83",38606.89,24248.40,40255.97,47999.13,45138.90,30847.10,32894.95,25917.35,4096.46,4904.68,0,0,105697.03,105697.03,109243.35,110816.55,110933.95,111423.11,111423.11,111423.11,111423.11,111423.11,0,0,1099503.46
GIOVANI CHERINI,M,86,3,3,40,3,13,23/06/1960,0,"33.763,00","411.793,60",35135.42,42357.46,49953.41,49975.70,53766.31,54876.19,39994.44,42715.35,21531.51,20310.87,1176.94,0,111574.70,111574.70,111574.70,111574.70,111574.70,110520.47,111205.28,111574.71,111574.71,111574.71,0,0,1114323.38
GIOVANI BATISTA FELTES,M,91,0,1,18,0,4,10/04/1957,0,"33.763,00","292.295,12",32091.85,37369.29,35989.03,63623.79,29111.39,20875.74,31955.95,26391.45,5880.69,7923.74,1082.20,0,111083.28,111101.04,111544.86,109378.77,108521.73,109627.69,107747.07,108089.89,109075.48,109075.48,0,0,1095245.29
DANIEL GOMES DE ALMEIDA,M,90,2,0,38,0,37,21/01/1955,0,"33.763,00","355.283,65",58756.35,47548.42,44459.65,51389.18,32596.32,29676.29,18598.64,16188.74,14756.90,40472.41,840.75,0,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,111659.61,0,0,1116596.10
DANIEL PIRES COELHO,M,91,0,1,6,0,0,04/11/1978,0,"33.763,00","356.643,22",56899.01,47545.19,47271.20,44454.63,36128.30,30323.85,32107.75,22965.49,20599.99,18151.21,196.60,0,111319.00,111580.81,111580.81,111580.81,111332.51,111580.82,111559.70,111471.69,111474.71,111507.06,0,0,1114987.92
GILBERTO NASCIMENTO SILVA,M,65,27,0,29,3,9,09/07/1956,0,"33.763,00","400.488,83",42667.83,49626.23,52149.16,48827.83,41954.56,33307.84,45287.25,30344.91,25638.80,24688.09,5996.33,0,110917.37,111198.75,111198.75,111198.75,106097.59,109244.31,100666.68,106570.48,106570.48,103339.74,0,0,1077002.90
GILSON MARQUES VIEIRA,M,88,4,0,40,5,5,12/04/1981,0,"33.763,00","50.883,26",3483.84,5736.09,5095.21,6494.69,11767.82,7335.78,6816.37,1383.89,3.11,2766.46,0,0,78079.20,78079.20,78079.20,79784.92,80772.44,80772.44,80772.44,80772.44,80772.44,80772.44,0,0,798657.16
FERNANDO LÚCIO GIACOBO,M,86,1,5,13,1,7,17/12/1970,0,"33.763,00","365.841,43",27455.42,49074.18,58575.31,7832.83,52242.70,38497.82,8820.58,6333.82,4309.92,62608.85,50090.00,0,110392.00,111089.37,110699.96,111659.53,111616.68,104856.92,111659.53,110779.99,111160.32,102457.31,0,0,1096371.61
GILBERTO APARECIDO ABRAMO,M,85,2,5,19,1,6,06/08/1966,0,"33.763,00","216.901,65",18146.52,22003.33,27404.71,34209.75,32718.06,23558.03,15039.80,18280.76,12603.88,12846.34,90.47,0,106564.34,106564.34,107092.65,108384.08,108384.08,108384.08,107270.71,108384.08,108384.08,108384.08,0,0,1077796.52
GERVÁSIO AGRIPINO MAIA,M,81,5,6,36,5,14,14/04/1975,0,"33.763,00","266.572,24",23330.03,37075.33,36581.92,43748.87,45588.36,26193.97,18498.45,14012.00,10194.19,11028.08,321.04,0,111615.50,110598.88,110561.62,110298.77,109955.04,109955.04,110552.62,111283.45,110263.58,110809.92,0,0,1105894.42
GILLIANO FRED NASCIMENTO CUTRIM,M,76,5,11,22,4,27,26/10/1979,0,"33.763,00","399.839,52",46898.79,47176.96,48122.54,51226.09,58582.87,18377.58,25986.45,21934.68,12000.22,69533.34,0,0,111301.75,111301.75,111619.50,111641.41,111641.41,111641.41,111641.41,111641.41,111641.41,111236.56,0,0,1115308.02
EUGENIO JOSÉ ZULIANI,M,51,17,24,9,17,37,13/01/1976,0,"33.763,00","281.317,44",35715.90,40468.18,42837.22,40713.17,63995.25,18553.55,16151.75,15973.11,2755.29,3475.52,678.50,0,111641.38,111641.38,111641.38,106897.30,106370.18,106370.18,106370.18,106370.18,106370.18,106370.18,0,0,1080042.52
ROBERTO SEBASTIÃO PETERNELLI JUNIOR,M,89,0,3,132,0,21,06/08/1954,0,"33.763,00","217.684,66",17011.69,44800.56,44569.19,22660.96,25933.02,28500.81,13743.54,8753.72,5423.58,6241.24,46.35,0,67824.41,70484.71,70484.71,74499.52,79446.76,86394.48,95109.95,76397.80,54701.66,54701.66,0,0,730045.66
ELIÉSER GIRÃO MONTEIRO FILHO,M,85,4,3,47,3,6,08/05/1955,0,"33.763,00","353.477,47",37148.25,58184.62,39315.76,43316.28,45230.05,37619.01,23969.66,26317.64,11139.62,31236.58,0,0,111550.61,111550.61,111550.61,111550.61,111550.61,110587.36,111550.61,111550.61,111550.61,111550.61,0,0,1114542.85
GENECIAS MATEUS NORONHA,M,58,31,3,0,0,0,13/03/1963,0,"33.763,00","177.557,54",6912.14,17143.52,33463.86,26327.99,19477.71,14497.11,13104.39,10260.84,26907.04,9462.94,0,0,92989.03,98109.44,100534.90,101430.22,99984.28,106905.63,103040.08,103040.08,103040.08,103040.08,0,0,1012113.82
